,Player,avg_score_utility,strike_rate_utility,sixes_utility,fours_score_utility,wickets_utility,total_wickets_utility,economy_utility,batting_utility,bowling_utility,player_type
135,SP Narine,1.0,3.0207253886010363,0.0,0.06666666666666665,1.1728395061728396,1.838709677419355,3.486901840490797,4.087392055267703,-287.25232346387554,Bowler
136,R Sathish,1.46875,1.7203389830508478,0.0,0.0,0.125,0.05806451612903226,2.79125,3.1890889830508478,-291.53852822580643,Bowler
137,M Kaif,1.6647727272727275,1.0193798449612401,0.0,0.0,0.0,0.0,0.0,2.684152572233968,-295.0,Batsman
138,SM Katich,5.465909090909092,2.3089005235602102,0.0,0.45454545454545475,0.0,0.0,0.0,8.229355069014757,-294.0,Batsman
139,SP Goswami,2.8984375,1.0,0.0,0.20833333333333334,0.0,0.0,0.0,4.106770833333333,-293.0,Batsman
140,MD Mishra,2.477941176470588,1.563380281690143,0.0,0.13725490196078427,0.0,0.0,0.0,4.1785763601215145,-292.0,Batsman
141,R Ashwin,1.0,1.0,0.0,0.0,0.925925925925926,1.935483870967742,3.4669139465875363,2.0,-282.5075143847782,Bowler
142,SW Billings,5.7250000000000005,2.5317919075144504,0.0,0.4333333333333333,0.0,0.0,0.0,8.690125240847784,-291.0,Batsman
143,MR Marsh,3.276785714285715,1.5970149253731343,0.0,0.0,1.1111111111111112,0.38709677419354843,3.2116513761467886,4.87380063965885,-282.93521110782285,Bowler
144,K Goel,2.359375,1.0,0.0,0.020833333333333332,0.0,0.0,3.0622388059701486,3.3802083333333335,-284.40664179104476,Bowler
145,AA Jhunjhunwala,2.675,1.0,0.0,0.08888888888888886,0.06666666666666668,0.01935483870967742,2.9686363636363637,3.763888888888889,-283.41801319648096,Bowler
146,TM Head,4.9375,2.7880794701986757,0.0,0.06666666666666665,0.2,0.03870967741935484,2.70375,7.792246136865343,-282.586310483871,Batsman
147,PD Collingwood,8.125,2.383647798742138,0.4285714285714284,0.09523809523809527,0.7142857142857143,0.09677419354838711,3.416,11.032457322551663,-279.65941013824886,AllRounder
148,SK Warne,1.0,1.0,0.0,0.0,1.0555555555555556,1.103225806451613,3.320678659035159,2.0,-277.78080996843653,Bowler
149,SP Fleming,4.6000000000000005,1.7309941520467824,0.0,0.5666666666666668,0.0,0.0,0.0,6.897660818713449,-285.0,Batsman
150,AS Raut,1.796875,1.6395348837209298,0.0,0.0,0.0,0.0,2.94,3.4364098837209296,-279.59000000000003,Bowler
151,Salman Butt,7.5892857142857135,1.6104651162790702,0.0,1.0952380952380951,0.0,0.0,0.0,10.294988925802878,-283.0,Batsman
152,BJ Rohrer,6.296875,2.60958904109589,0.0,0.5416666666666666,0.0,0.0,2.6700000000000004,9.448130707762557,-277.995,Batsman
153,YV Takawale,4.449999999999999,1.2459016393442623,0.0,0.5333333333333333,0.0,0.0,0.0,6.229234972677595,-281.0,Batsman
154,MJ Guptill,4.3374999999999995,2.608391608391608,0.0,0.3333333333333333,0.0,0.0,0.0,7.27922494172494,-280.0,Batsman
155,Bipul Sharma,1.375,3.540322580645163,0.0,0.0,0.6071428571428571,0.32903225806451614,3.150963302752294,4.915322580645163,-273.8692923730605,Bowler
156,FY Fazal,3.4886363636363638,1.1117318435754178,0.0,0.3333333333333333,0.0,0.0,2.73,4.933701540545115,-274.905,Batsman
157,AC Voges,6.94642857142857,2.328671328671329,0.0,0.38095238095238093,0.0,0.0,3.12,9.65605228105228,-273.32,Batsman
158,AB Agarkar,1.0,1.59375,0.0,0.0,0.6904761904761905,0.5612903225806452,3.026048780487805,2.59375,-271.58327705968304,Bowler
159,SN Khan,3.2840909090909087,4.592233009708738,0.0,0.24242424242424243,0.0,0.0,0.0,8.11874816122389,-277.0,Batsman
160,MF Maharoof,1.9910714285714284,3.137096774193549,0.0,0.0,1.35,0.5225806451612903,3.31,5.128168202764977,-268.2261290322581,Bowler
161,DH Yagnik,1.0,1.9859154929577465,0.0,0.11764705882352944,0.0,0.0,0.0,3.103562551781276,-275.0,Batsman
162,CM Gautam,2.125,1.3481012658227853,0.0,0.10256410256410257,0.0,0.0,0.0,3.575665368386888,-274.0,Batsman
163,MN van Wyk,9.775,2.1851851851851856,0.0,0.9333333333333332,0.0,0.0,0.0,12.893518518518519,-273.0,Batsman
164,DW Steyn,1.0,1.15527950310559,0.0,0.0,1.022222222222222,1.7806451612903227,3.4439416396479845,2.1552795031055902,-263.6297864652592,Bowler
165,PA Reddy,3.3999999999999995,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,4.566666666666666,-272.0,Batsman
166,MP Stoinis,4.890625,1.992647058823529,0.0,0.25,0.8333333333333334,0.19354838709677422,2.936985645933014,7.133272058823529,-265.0541989504553,Batsman
167,MN Samuels,1.5625,1.0,0.0,0.0,0.6428571428571429,0.17419354838709677,3.190273972602739,2.5625,-263.98901300422955,Bowler
168,RE van der Merwe,1.2249999999999999,1.5208333333333344,0.0,0.0,1.0,0.40645161290322585,3.403846153846154,2.7458333333333345,-262.7845533498759,Bowler
169,R McLaren,1.836538461538462,1.0,0.0,0.025641025641025623,0.6666666666666666,0.23225806451612904,2.94,2.8621794871794872,-263.2416129032258,Bowler
170,B Kumar,1.0,1.0,0.0,0.0,1.2333333333333334,2.1483870967741936,3.3516163583252183,2.0,-258.8999948173509,Bowler
171,R Dhawan,1.0,1.6666666666666656,0.0,0.0,0.72,0.34838709677419355,3.2212280701754383,2.6666666666666656,-262.56557724957554,Bowler
172,MG Johnson,1.0,1.0,0.0,0.0,1.25,1.1612903225806452,3.188116438356164,2.0,-260.60088985859477,Bowler
173,SM Pollock,4.140625,2.3362068965517246,0.0,0.16666666666666666,0.8461538461538461,0.21290322580645163,3.4484999999999992,6.643498563218391,-261.23866439205955,AllRounder
174,S Vidyut,4.046875,2.304347826086957,0.0,0.5416666666666666,0.125,0.01935483870967742,2.697692307692308,6.892889492753624,-262.736929280397,Batsman
175,N Saini,2.5,1.0,0.0,0.20000000000000004,0.0,0.0,0.0,3.7,-266.0,Batsman
176,Sachin Baby,2.3874999999999997,2.4622641509433962,0.0,0.03333333333333336,0.2,0.03870967741935484,3.8219999999999996,4.883097484276729,-258.908935483871,Bowler
177,S Anirudha,1.5000000000000009,1.6198347107438018,0.0,0.0,0.0,0.0,0.0,3.1198347107438025,-264.0,Batsman
178,SB Styris,2.1624999999999996,1.0,0.0,0.0,0.7272727272727273,0.15483870967741936,3.2521621621621617,3.1624999999999996,-256.7985896013315,Bowler
179,W Jaffer,3.34375,1.0387596899224796,0.0,0.25,0.0,0.0,0.0,4.63250968992248,-262.0,Batsman
180,Kamran Akmal,5.249999999999998,4.205128205128204,0.16666666666666663,0.38888888888888884,0.0,0.0,0.0,10.010683760683758,-261.0,Batsman
181,D Wiese,3.203125,2.755319148936171,0.0,0.16666666666666666,1.1428571428571428,0.3096774193548387,3.0468166089965396,6.125110815602838,-253.25097324318722,AllRounder
182,UT Khawaja,5.187500000000001,2.0476190476190483,0.0,0.44444444444444436,0.0,0.0,0.0,7.679563492063494,-259.0,Batsman
183,P Dogra,1.2187500000000002,1.0,0.0,0.0,0.0,0.0,0.0,2.21875,-258.0,Batsman
184,M Morkel,1.0,2.774193548387096,0.0,0.0,1.1,1.4903225806451614,3.2459152442613304,3.774193548387096,-249.24564326264027,Bowler
185,C de Grandhomme,2.5,2.847826086956522,0.0,0.037037037037037056,0.4444444444444444,0.07741935483870968,3.15,5.384863123993559,-251.49220430107528,Bowler
186,MC Juneja,3.9464285714285716,1.0,0.0,0.19047619047619047,0.0,0.0,0.0,5.136904761904762,-256.0,Batsman
187,BB Samantray,3.109375,1.3879310344827602,0.0,0.20833333333333334,0.0,0.0,0.0,4.705639367816093,-255.0,Batsman
188,B Lee,1.0,2.0784313725490207,0.0,0.0,0.6578947368421053,0.4838709677419355,3.2811353711790394,3.0784313725490207,-248.36564838635536,Bowler
189,BCJ Cutting,3.0625,4.857142857142857,0.125,0.041666666666666664,0.7777777777777778,0.13548387096774195,3.10578947368421,8.086309523809524,-247.9714233163554,AllRounder
190,AB McDonald,2.374999999999999,1.9708737864077654,0.0,0.0,1.1,0.21290322580645163,3.0673404255319143,4.345873786407765,-246.42963452299244,Bowler
191,Niraj Patel,4.8125,1.0,0.0,0.44444444444444436,0.0,0.0,0.0,6.256944444444445,-252.0,Batsman
192,DL Vettori,1.0,1.1271186440677958,0.0,0.0,0.8235294117647058,0.5419354838709678,3.395044585987261,2.127118644067796,-244.8592357775656,Bowler
193,AC Blizzard,3.6785714285714284,2.5934065934065926,0.0,0.6666666666666666,0.0,0.0,0.0,6.938644688644688,-251.0,Batsman
194,Misbah-ul-Haq,2.734375,3.134146341463416,0.0,0.08333333333333333,0.0,0.0,0.0,5.951854674796749,-250.0,Batsman
195,RJ Harris,1.0,1.223214285714286,0.0,0.0,1.2162162162162162,0.8709677419354839,3.2495375722543347,2.223214285714286,-241.99491770439096,Bowler
196,Z Khan,1.0,1.0,0.0,0.0,1.0303030303030305,1.974193548387097,3.2466959578207386,2.0,-240.6232111952337,Bowler
197,KK Cooper,1.0,4.2857142857142865,0.0,0.0,1.32,0.6387096774193549,3.1730999999999994,5.2857142857142865,-242.30228548387097,Bowler
198,M Kartik,1.0,1.1834862385321103,0.0,0.0,0.5636363636363636,0.6,3.3184263959390865,2.1834862385321103,-243.27690586063682,Bowler
199,MM Sharma,1.0,1.3846153846153855,0.0,0.0,1.106666666666667,1.6064516129032258,3.15,2.3846153846153855,-241.20532258064515,Bowler
200,DJ Harris,7.65625,1.3883495145631066,0.125,0.5833333333333334,0.0,0.0,3.01,9.75293284789644,-244.485,Batsman
201,LJ Wright,5.2,4.412698412698413,0.0,0.7333333333333334,0.3333333333333333,0.03870967741935484,2.73,10.346031746031748,-243.34693548387096,Batsman
202,JDP Oram,1.0,1.0,0.0,0.0,0.6428571428571429,0.17419354838709677,2.9606557377049176,2.0,-241.33344035657626,Bowler
203,RJ Quiney,2.7678571428571432,1.0,0.0,0.23809523809523805,0.0,0.0,0.0,4.005952380952381,-246.0,Batsman
204,V Shankar,6.71875,2.5584415584415594,0.0,0.6666666666666666,0.0,0.0,0.84,9.943858225108226,-243.74,Batsman
205,MS Gony,1.0,2.5131578947368425,0.0,0.0,0.8409090909090909,0.7161290322580646,3.036032432432432,3.5131578947368425,-238.11039416660063,Bowler
206,SD Chitnis,1.890625,1.3804347826086953,0.0,0.08333333333333333,0.25,0.03870967741935484,2.7742105263157892,3.354393115942029,-239.40561969439727,Bowler
207,MJ Clarke,3.3749999999999996,1.1041666666666656,0.0,0.3333333333333333,0.3333333333333333,0.03870967741935484,3.4554545454545447,4.812499999999998,-237.25875366568914,Bowler
208,CJ Ferguson,1.84375,1.0,0.0,0.041666666666666664,0.0,0.0,0.0,2.8854166666666665,-242.0,Batsman
209,MA Starc,1.0,1.0,0.0,0.0,1.3076923076923077,0.6580645161290323,3.3373529411764697,2.0,-234.0453353525033,Bowler
210,CR Brathwaite,1.703125,4.482142857142857,0.0,0.0,0.8,0.15483870967741936,3.0270165745856352,6.185267857142857,-235.0272170736054,Batsman
211,UT Yadav,1.0,1.0,0.0,0.0,0.9784946236559141,1.7612903225806453,3.0933939990162322,2.0,-232.25023158212082,Bowler
212,PR Shah,1.083333333333333,1.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,-240.0,Batsman
213,DJ Jacobs,2.1785714285714284,1.0,0.0,0.14285714285714288,0.0,0.0,0.0,3.321428571428571,-239.0,Batsman
214,S Rana,1.515625,1.5487804878048785,0.0,0.041666666666666664,0.0,0.0,3.4124999999999996,3.106072154471545,-232.88125,Bowler
215,RT Ponting,1.0416666666666659,1.0,0.0,0.0,0.0,0.0,0.0,2.041666666666666,-237.0,Batsman
216,DS Kulkarni,1.0,1.0,0.0,0.0,1.0555555555555556,1.4709677419354839,3.20260606060606,2.0,-228.40630596285433,Bowler
217,SL Malinga,1.0,1.0,0.0,0.0,1.4,2.980645161290323,3.4109799554565696,2.0,-225.31256232487965,Bowler
218,Iqbal Abdulla,1.0,1.1162790697674416,0.0,0.0,0.8333333333333334,0.7741935483870969,3.3268186638388126,2.1162790697674416,-229.59848168166113,Bowler
219,AP Majumdar,5.40625,1.6493506493506502,0.0,0.25,0.0,0.0,0.0,7.30560064935065,-236.0,Batsman
220,Ankit Sharma,1.0,2.304347826086957,0.0,0.0,0.6,0.23225806451612904,3.3207317073170723,3.304347826086957,-228.7705153422502,Bowler
221,RE Levi,2.437500000000001,1.6081081081081094,0.0,0.22222222222222224,0.0,0.0,0.0,4.267830330330333,-234.0,Batsman
222,LA Carseldine,3.3249999999999997,1.704225352112676,0.0,0.4000000000000001,0.2,0.01935483870967742,3.7499999999999996,5.429225352112676,-227.0459677419355,Bowler
223,WPUJC Vaas,1.0,1.547945205479452,0.0,0.0,1.3846153846153846,0.34838709677419355,3.2375,2.547945205479452,-224.54424627791565,Bowler
224,Shahid Afridi,1.0,4.804347826086956,0.0,0.0,0.9,0.17419354838709677,3.2158378378378374,5.804347826086956,-224.5649529206626,Bowler
225,AD Mascarenhas,1.0,1.0,0.0,0.0,1.4615384615384617,0.36774193548387096,3.3464516129032256,2.0,-222.23640198511166,Bowler
226,PJ Cummins,1.0,2.875,0.0,0.0,1.0625,0.32903225806451614,3.0846174142480205,3.875,-222.28577549153118,Bowler
227,B Akhil,1.0,2.6666666666666656,0.0,0.0,0.4615384615384616,0.11612903225806452,3.2239896373056993,3.6666666666666656,-222.29751430334665,Bowler
228,IR Jaggi,1.3214285714285716,1.0,0.0,0.0,0.0,0.0,0.0,2.3214285714285716,-227.0,Batsman
229,TR Birt,2.875,2.3559322033898296,0.0,0.26666666666666666,0.0,0.0,0.0,5.497598870056496,-226.0,Batsman
230,RR Sarwan,4.09375,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,5.260416666666667,-225.0,Batsman
231,M Klinger,4.09375,1.0,0.0,0.4166666666666667,0.0,0.0,0.0,5.510416666666667,-224.0,Batsman
232,AA Bilakhia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-223.0,Batsman
233,RR Powar,1.0,1.234375,0.0,0.0,0.5,0.2516129032258065,3.2997968397291197,2.234375,-216.9228853855676,Bowler
234,R Sharma,1.0,1.0,0.0,0.0,0.9090909090909092,0.7741935483870969,3.347647058823529,2.0,-215.45360272554768,Bowler
235,Mohammad Hafeez,1.0,1.0,0.0,0.0,0.25,0.03870967741935484,3.4099999999999997,2.0,-216.45193548387095,Bowler
236,WD Parnell,1.0,1.0,0.0,0.0,1.0384615384615383,0.5225806451612903,3.2974542429284517,2.0,-214.7122553601731,Bowler
237,MJ McClenaghan,1.0,3.0,0.0,0.0,1.35,1.0451612903225806,3.0901221995926678,4.0,-213.77207476512712,Bowler
238,Anirudh Singh,3.15625,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,4.322916666666667,-221.0,Batsman
239,A Flintoff,5.000000000000001,1.4385964912280707,0.0,0.22222222222222224,0.6666666666666666,0.03870967741935484,2.806363636363636,6.660818713450294,-214.73239002932553,Batsman
240,S Aravind,1.0,1.0,0.0,0.0,1.1842105263157894,0.8709677419354839,3.1398730964467005,2.0,-212.20742295295304,Bowler
241,JJ Roy,4.625,3.1951219512195124,0.0,0.6666666666666666,0.0,0.0,0.0,8.486788617886178,-219.0,Batsman
242,WA Mota,1.0,1.0,0.0,0.0,0.5,0.07741935483870968,3.1835999999999998,2.0,-212.35847096774194,Bowler
243,M Rawat,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-217.0,Batsman
244,K Rabada,4.124999999999998,1.0,0.0,0.22222222222222224,1.0,0.11612903225806452,3.008978102189781,5.3472222222222205,-209.81233929832823,Bowler
245,TG Southee,1.0,3.5,0.0,0.0,0.7586206896551724,0.42580645161290326,3.1341968162083935,4.5,-209.5220640637853,Bowler
246,A Chopra,1.0,1.0,0.0,0.05555555555555558,0.0,0.0,0.0,2.0555555555555554,-215.0,Batsman
247,RR Rossouw,1.2249999999999999,1.1960784313725497,0.0,0.0,0.0,0.0,0.0,2.4210784313725497,-214.0,Batsman
248,AJ Tye,3.8750000000000004,4.833333333333331,0.0,0.11111111111111109,2.0,0.23225806451612904,3.3928125,8.819444444444443,-204.5623941532258,AllRounder
249,Shoaib Malik,1.1500000000000001,1.3061224489795926,0.0,0.0,0.4,0.03870967741935484,2.94,2.4561224489795928,-206.93193548387097,Bowler
250,NM Coulter-Nile,1.0,1.0,0.0,0.0,1.44,0.6967741935483871,3.241023890784982,2.0,-203.93330287349994,Bowler
251,RP Singh,1.0,1.0,0.0,0.0,1.0975609756097562,1.7419354838709677,3.2049092849519742,2.0,-202.93339138335097,Bowler
252,KB Arun Karthik,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-211.0,Batsman
253,R Rampaul,1.0,1.0,0.0,0.0,1.3333333333333333,0.3096774193548387,3.384172661870503,2.0,-202.459224878162,Bowler
254,RV Gomez,1.0,1.0,0.0,0.0,0.5555555555555556,0.09677419354838711,3.1413402061855664,2.0,-203.30949506706574,Bowler
255,AS Yadav,1.0,2.125,0.0,0.0,0.0,0.0,0.0,3.125,-208.0,Batsman
256,SB Bangar,1.0,1.0,0.0,0.0,0.4444444444444444,0.07741935483870968,3.01,2.0,-201.70220430107526,Bowler
257,AG Paunikar,1.0,1.0,0.0,0.26666666666666666,0.0,0.0,0.0,2.2666666666666666,-206.0,Batsman
258,J Suchith,1.0,3.2727272727272734,0.0,0.0,0.7692307692307693,0.19354838709677422,2.992292490118577,4.272727272727273,-199.06739253033084,Bowler
259,HV Patel,1.0,2.1842105263157903,0.0,0.0,1.0,0.6580645161290323,3.049603960396039,3.1842105263157903,-197.9384972852124,Bowler
260,Yashpal Singh,1.65625,1.0,0.0,0.08333333333333333,0.0,0.0,0.0,2.7395833333333335,-204.0,Batsman
261,Mohammed Shami,1.0,1.0,0.0,0.0,0.5806451612903226,0.34838709677419355,2.994491654021244,2.0,-198.11471413187135,Bowler
262,VR Aaron,1.0,1.0,0.0,0.0,0.95,0.7354838709677419,3.0877433628318585,2.0,-196.8401591493006,Bowler
263,CR Woakes,1.0,1.0,0.0,0.0,1.3076923076923077,0.32903225806451614,3.048776978417266,2.0,-195.97174768373887,Bowler
264,I Sharma,1.0,1.0,0.0,0.0,0.7631578947368421,1.1225806451612903,3.144851138353765,2.0,-195.45411548262217,Bowler
265,Sunny Singh,1.0,2.9354838709677424,0.0,0.06666666666666665,0.0,0.0,0.0,4.002150537634409,-202.0,Batsman
266,JDS Neesham,2.5,1.0,0.0,0.0,0.25,0.01935483870967742,2.707894736842105,3.5,-196.53412563667234,Bowler
267,SK Trivedi,1.0,1.0,0.0,0.0,0.8666666666666667,1.2580645161290323,3.256820809248554,2.0,-192.92767201193362,Bowler
268,AB Barath,2.5,1.0,0.0,0.22222222222222224,0.0,0.0,0.0,3.7222222222222223,-200.0,Batsman
269,A Nehra,1.0,1.0,0.0,0.0,1.2045454545454546,2.0516129032258066,3.2106382978723405,2.0,-190.2998050165346,Bowler
270,LPC Silva,2.250000000000001,3.4074074074074074,0.0,0.22222222222222224,0.0,0.0,0.42,5.879629629629631,-198.37,Batsman
271,BR Dunk,2.250000000000001,1.5555555555555565,0.0,0.44444444444444436,0.0,0.0,0.0,4.250000000000002,-198.0,Batsman
272,MM Patel,1.0,1.0,0.0,0.0,1.1746031746031746,1.4322580645161291,3.2499855282199706,2.0,-189.21472984899108,Bowler
273,AUK Pathan,1.0,3.5,0.0,0.0,0.0,0.0,2.8939024390243904,4.5,-192.6591463414634,Batsman
274,Umar Gul,1.0,6.2631578947368425,0.125,0.0,2.0,0.23225806451612904,3.199411764705882,7.3881578947368425,-187.85249525616697,AllRounder
275,DJ Thornely,1.0,1.0,0.0,0.0,0.75,0.05806451612903226,3.684545454545454,2.0,-188.26108504398826,Bowler
276,JO Holder,1.0,1.9375,0.0,0.0,0.4545454545454545,0.09677419354838711,3.100263157894737,2.9375,-188.52262579101713,Bowler
277,SP Jackson,1.9999999999999991,2.129032258064516,0.0,0.22222222222222224,0.0,0.0,0.0,4.3512544802867374,-193.0,Batsman
278,S Narwal,1.0,2.3793103448275863,0.0,0.16666666666666666,0.8333333333333334,0.09677419354838711,2.5664601769911504,3.545977011494253,-186.7551484441907,Bowler
279,AN Ahmed,1.0,2.6666666666666656,0.0,0.0,0.7058823529411765,0.23225806451612904,3.0374585635359113,3.6666666666666656,-185.03660152851018,Bowler
280,KW Richardson,1.0,1.0,0.0,0.0,1.2857142857142858,0.34838709677419355,3.090736196319019,2.0,-182.91274363178874,Bowler
281,L Balaji,1.0,1.0,0.0,0.0,1.0410958904109588,1.4709677419354839,3.1625412960609913,2.0,-181.48809260738886,Bowler
282,Sohail Tanvir,1.0,1.8064516129032255,0.0,0.0,2.0,0.42580645161290326,3.522452830188679,2.8064516129032255,-180.07761107729763,Bowler
283,Joginder Sharma,1.0,2.0,0.0,0.0,0.8,0.23225806451612904,2.879779411764706,3.0,-182.13194378557876,Bowler
284,A Kumble,1.0,1.0,0.0,0.0,1.0714285714285714,0.8709677419354839,3.434130213631739,2.0,-179.9352102095063,Bowler
285,R Tewatia,1.6249999999999991,3.2916666666666656,0.0,0.11111111111111109,0.8571428571428571,0.11612903225806452,3.44203125,5.027777777777775,-180.37704529089862,Bowler
286,B Sumanth,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-186.0,Batsman
287,AP Dole,3.625,3.391304347826086,0.0,0.16666666666666666,1.6666666666666667,0.09677419354838711,2.8623287671232878,7.182971014492753,-178.06134555899249,AllRounder
288,L Ronchi,1.0,1.0,0.0,0.06666666666666665,0.0,0.0,0.0,2.0666666666666664,-184.0,Batsman
289,A Mithun,1.0,2.5384615384615388,0.0,0.0,0.4375,0.13548387096774195,2.903653846153846,3.5384615384615388,-177.78504342431762,Bowler
290,S Sreesanth,1.0,1.0,0.0,0.0,0.9090909090909092,0.7741935483870969,3.2054382259767684,2.0,-175.66691597481784,Bowler
291,D Salunkhe,1.375,2.875,0.0,0.22222222222222224,0.2,0.01935483870967742,2.8535294117647063,4.472222222222222,-177.3906736242884,Bowler
292,Anureet Singh,1.0,1.0,0.0,0.0,0.8947368421052632,0.32903225806451614,2.986551724137931,2.0,-174.68451876353845,Bowler
293,RJ Peterson,1.0,1.0,0.0,0.0,0.6,0.05806451612903226,2.9924999999999993,2.0,-174.52415322580646,Bowler
294,T Taibu,1.1250000000000002,1.9615384615384621,0.0,0.0,0.0,0.0,0.0,3.0865384615384626,-179.0,Batsman
295,S Sriram,3.0625,1.0,0.0,0.16666666666666666,0.0,0.0,1.3999999999999992,4.229166666666667,-175.9,Batsman
296,C Munro,1.0,1.0,0.0,0.0,0.0,0.0,3.2549999999999994,2.0,-172.1175,Bowler
297,VH Zol,2.6875,1.5769230769230789,0.0,0.16666666666666666,0.0,0.0,0.0,4.431089743589745,-176.0,Batsman
